No.,Player,Performance,Market Value,90s,Nation,Pos,Squad,Age,Born,Matches,Starts,Minutes,Goals,Assists,Goals+Assists,Non Penalty Goals,Penalty Kicks,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgC/90,PrgP,PrgP/90,PrgR,PrgR/90,Gls P90,Ast P90,G+A P90,G-PK P90,G+A-PK P90,Xg P90,xAG P90,xG+xAG P90,npxG P90,npxG+xAG P90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Passes Comp,Passes Comp/90,Passes Att,Cmp%,TotDist,TotDist/90,PrgDist,PrgDist/90,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Long Cmp,Long Att,Long Cmp%,xA,A-xAG,KP,KP/90,finalThirdPasses,final3rdPasses/90,PenAreaPasses,PenAreaPasses/90,CrsPA,CrsPA/90,Live,Live/90,Dead,Dead/90,FK,Through,Through/90,Switches,Switches/90,Crosses,Crosses/90,Throw ins,Corners,Passes Off,Passes Blocked,SCA,SCA90,PassLive,PassDead,Take ons,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err eading to shots,Touches,Touches/90,T Def Pen,T Def Pen/90,T Def 3rd,T Def 3rd/90,T Mid 3rd,T Mid 3rd/90,T Att 3rd,T Att 3rd/90,T Att Pen,T Att Pen/90,T Live,TO Att,TO Succ,TO Succ%,Tkld,Tkld%,Carries,Carries/90,FINAL 3RD CARRIES,FINAL 3RD CARRIES/90,CPA,Mis,Dis,PASS Rec,PASS Rec/90,Prg PASS REC,PKwon,PKcon,OG,AD Won,AD Lost,Won%,GoalsAg,GoalsAg90,SoTA,Saves,Save%,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,PKA,FK G ag,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,GKCmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
124,Mohamed Elneny,6.59,6,1.3,eg EGY,MF,Arsenal,30,1992,5,1,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,2,1.54,1,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,43.85,60,95,1031,793.08,224,172.31,23,23,100,27,29,93.1,6,6,100,0,0,0,0,3,2.31,2,1.54,0,0,58,44.62,2,1.54,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.77,0,0,0,63,48.46,2,1.54,11,8.46,42,32.31,11,8.46,0,0,63,0,0,0,0,0,38,29.23,0,0,0,0,0,49,37.69,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Mohamed Elyounoussi,6.57,7,24.1,no NOR,MF,Southampton,27,1994,33,27,"2,168",1,1,2,1,0,0,4,0,3.5,3.5,2.1,5.6,56,2.32,50,2.07,98,4.07,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,36,10,27.8,1.49,0.42,0.03,0.1,15.8,0,0,0,0.1,-2.5,-2.5,426,17.68,633,67.3,5950,246.89,1637,67.93,272,348,78.2,108,167,64.7,28,56,50,1.7,-1.1,18,0.75,32,1.33,19,0.79,6,0.25,610,25.31,21,0.87,2,7,0.29,1,0.04,34,1.41,16,1,2,22,41,1.7,34,0,1,4,0.17,46,28,22,20,4,40,73,3.03,37,1.54,0,952,39.5,60,2.49,204,8.46,399,16.56,362,15.02,54,2.24,952,47,24,51.1,20,42.6,484,20.08,41,1.7,12,38,38,533,22.12,98,0,0,0,37,44,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Emerson,6.62,12,19.3,br BRA,DF,Tottenham,23,1999,26,20,"1,735",2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47,2.44,80,4.15,103,5.34,0.1,0.05,0.16,0.1,0.16,0.09,0.03,0.12,0.09,0.12,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0,0,0,0.1,0.3,0.3,848,43.94,1060,80,13378,693.16,3797,196.74,437,482,90.7,330,392,84.2,53,93,57,1,0.4,9,0.47,58,3.01,17,0.88,3,0.16,884,45.8,170,8.81,23,2,0.1,6,0.31,46,2.38,146,1,6,37,36,1.87,32,0,0,2,0.1,54,33,38,12,4,17,72,3.73,75,3.89,0,1323,68.55,101,5.23,481,24.92,505,26.17,346,17.93,46,2.38,1323,31,15,48.4,9,29,672,34.82,32,1.66,6,22,19,775,40.16,103,0,0,0,28,27,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Christian Eriksen,7.11,18,22.8,dk DEN,MF,Manchester Utd,30,1992,28,25,"2,048",1,8,9,1,0,0,3,0,5,5,4.2,9.2,23,1.01,164,7.19,66,2.89,0.04,0.35,0.4,0.04,0.4,0.22,0.19,0.4,0.22,0.4,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,0.13,-4,-4,1203,52.76,1485,81,19681,863.2,6193,271.62,629,700,89.9,429,502,85.5,105,198,53,3.4,3.8,36,1.58,149,6.54,27,1.18,5,0.22,1373,60.22,106,4.65,32,9,0.39,20,0.88,81,3.55,7,62,6,28,71,3.12,50,17,1,9,0.4,22,18,10,7,5,23,33,1.45,20,0.88,1,1644,72.11,43,1.89,269,11.8,914,40.09,465,20.39,35,1.54,1644,17,8,47.1,9,52.9,967,42.41,24,1.05,3,24,19,1220,53.51,66,0,0,0,9,13,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Pervis Estupiñán,7.1,35,29.7,ec ECU,DF,Brighton,24,1998,35,31,"2,675",1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,3.06,157,5.29,183,6.16,0.03,0.17,0.2,0.03,0.2,0.06,0.18,0.24,0.06,0.24,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0,0,0,0.06,-0.7,-0.7,1576,53.06,1926,81.8,22843,769.12,7059,237.68,922,1017,90.7,545,661,82.5,60,110,54.5,4.1,-0.4,51,1.72,103,3.47,44,1.48,19,0.64,1687,56.8,234,7.88,31,5,0.17,8,0.27,101,3.4,199,4,5,57,87,2.93,78,4,3,8,0.27,61,31,36,19,6,30,98,3.3,37,1.25,1,2211,74.44,82,2.76,506,17.04,1076,36.23,649,21.85,71,2.39,2211,42,19,45.2,18,42.9,1292,43.5,55,1.85,15,38,29,1434,48.28,183,1,1,0,36,28,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Jonny Evans,6.44,2,11.7,nir NIR,DF,Leicester City,34,1988,13,12,"1,051",0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,6,0.51,35,2.99,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,1,1,100,0.09,0.09,0,0,3.8,0,0,0,0.17,-0.2,-0.2,690,58.97,789,87.5,13684,1169.57,5215,445.73,211,227,93,400,430,93,73,114,64,0.2,0,1,0.09,43,3.68,2,0.17,0,0,764,65.3,24,2.05,23,0,0,2,0.17,0,0,1,0,1,4,4,0.34,4,0,0,0,0,13,5,12,1,0,15,31,2.65,51,4.36,0,906,77.44,137,11.71,474,40.51,424,36.24,9,0.77,2,0.17,906,0,0,0,0,0,529,45.21,4,0.34,0,5,0,629,53.76,0,0,0,0,26,13,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Eberechi Eze,7.27,48,29.3,eng ENG,MF,Crystal Palace,24,1998,38,30,"2,636",10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,2.35,131,4.47,129,4.4,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,0.09,2.7,2.5,923,31.5,1178,78.4,14106,481.43,3902,133.17,531,607,87.5,294,353,83.3,67,148,45.3,3.1,-0.3,57,1.95,88,3,35,1.19,2,0.07,1019,34.78,149,5.09,70,11,0.38,5,0.17,78,2.66,7,51,10,15,118,4.03,69,21,11,16,0.55,42,24,17,18,7,22,55,1.88,10,0.34,0,1515,51.71,20,0.68,212,7.24,735,25.09,602,20.55,84,2.87,1514,122,71,58.2,41,33.6,889,30.34,57,1.95,28,71,54,999,34.1,129,1,0,0,19,32,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Fabinho,7.07,38,29.7,br BRA,MF,Liverpool,28,1993,36,31,"2,671",0,2,2,0,0,0,11,0,0.7,0.7,2.1,2.9,15,0.51,161,5.42,39,1.31,0,0.07,0.07,0,0.07,0.02,0.07,0.1,0.02,0.1,18,4,22.2,0.61,0.13,0,0,22,0,0,0,0.04,-0.7,-0.7,1617,54.44,1832,88.3,26192,881.89,6163,207.51,817,882,92.6,627,680,92.2,125,180,69.4,1.9,-0.1,17,0.57,131,4.41,17,0.57,0,0,1789,60.24,38,1.28,31,5,0.17,6,0.2,5,0.17,7,0,5,18,55,1.85,49,0,0,8,0.27,65,38,18,40,7,38,102,3.43,40,1.35,0,2092,70.44,83,2.79,456,15.35,1314,44.24,325,10.94,21,0.71,2092,15,7,46.7,4,26.7,1184,39.87,28,0.94,1,17,12,1493,50.27,39,0,0,0,30,21,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wout Faes,6.81,20,31,be BEL,DF,Leicester City,24,1998,31,31,"2,786",1,2,3,1,0,0,6,1,1.2,1.2,0.6,1.9,11,0.35,74,2.39,2,0.06,0.03,0.06,0.1,0.03,0.1,0.04,0.02,0.06,0.04,0.06,13,3,23.1,0.42,0.1,0.08,0.33,11.8,0,0,0,0.09,-0.2,-0.2,1581,51,1846,85.6,29211,942.29,10369,334.48,593,654,90.7,859,939,91.5,116,218,53.2,0.6,1.4,9,0.29,70,2.26,5,0.16,0,0,1789,57.71,54,1.74,48,2,0.06,9,0.29,0,0,1,0,3,10,22,0.71,16,0,1,4,0.13,56,33,28,26,2,53,97,3.13,113,3.65,2,2177,70.23,357,11.52,1230,39.68,916,29.55,44,1.42,19,0.61,2177,12,9,75,3,25,1262,40.71,7,0.23,0,15,5,1436,46.32,2,0,0,2,58,41,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Felipe,7.34,2,15.8,br BRA,DF,Nott'ham Forest,33,1989,16,15,"1,418",0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3,0.19,22,1.39,4,0.25,0,0.06,0.06,0,0.06,0.07,0.06,0.13,0.07,0.13,13,1,7.7,0.83,0.06,0,0,9,0,0,0,0.09,-1.2,-1.2,411,26.01,568,72.4,7998,506.2,3250,205.7,154,187,82.4,198,240,82.5,50,112,44.6,0.8,0.1,7,0.44,17,1.08,2,0.13,0,0,545,34.49,20,1.27,13,0,0,3,0.19,2,0.13,7,0,3,11,15,0.95,10,0,0,1,0.06,42,23,29,13,0,34,78,4.94,90,5.7,0,798,50.51,163,10.32,477,30.19,275,17.41,59,3.73,36,2.28,798,18,14,77.8,3,16.7,391,24.75,3,0.19,0,12,4,386,24.43,4,0,0,0,52,30,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,João Félix,7.03,50,10.5,pt POR,FW,Chelsea,22,1999,16,11,941,4,0,4,4,0,0,1,1,4.9,4.9,0.5,5.4,34,3.24,47,4.48,79,7.52,0.38,0,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52,46,16,34.8,4.4,1.53,0.09,0.25,18,3,0,0,0.11,-0.9,-0.9,274,26.1,356,77,4034,384.19,1122,106.86,172,194,88.7,74,101,73.3,20,39,51.3,1,-0.5,7,0.67,29,2.76,17,1.62,1,0.1,314,29.9,39,3.71,5,5,0.48,4,0.38,19,1.81,5,12,3,9,31,2.96,13,2,6,1,0.1,14,7,5,6,3,3,15,1.43,1,0.1,1,497,47.33,0,0,30,2.86,223,21.24,249,23.71,46,4.38,497,60,22,36.7,28,46.7,326,31.05,40,3.81,9,22,8,399,38,79,0,0,0,3,14,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Evan Ferguson,6.84,65,10.6,ie IRL,FW,Brighton,17,2004,19,10,950,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11,1.04,14,1.32,58,5.47,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0,0,0,0.15,0.7,0.7,180,16.98,225,80,2299,216.89,340,32.08,131,153,85.6,42,52,80.8,4,7,57.1,0.5,1.3,11,1.04,4,0.38,6,0.57,0,0,203,19.15,21,1.98,0,1,0.09,0,0,2,0.19,0,0,1,3,22,2.08,15,0,1,2,0.19,6,3,1,3,2,11,8,0.75,6,0.57,0,344,32.45,10,0.94,27,2.55,165,15.57,155,14.62,39,3.68,344,14,8,57.1,5,35.7,203,19.15,4,0.38,8,29,20,256,24.15,58,0,0,0,9,14,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Bruno Fernandes,7.8,75,36.8,pt POR,MF,Manchester Utd,27,1994,37,37,"3,316",8,8,16,6,2,2,6,0,9.3,7.7,16.7,24.4,89,2.42,263,7.15,231,6.28,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,0.09,-1.3,-1.7,1498,40.71,2030,73.8,25425,690.9,8933,242.74,767,897,85.5,495,633,78.2,181,331,54.7,10.7,-8.7,119,3.23,148,4.02,89,2.42,10,0.27,1838,49.95,182,4.95,32,35,0.95,36,0.98,141,3.83,24,83,10,65,219,5.94,164,26,8,18,0.49,68,42,24,25,19,37,93,2.53,40,1.09,1,2408,65.43,68,1.85,386,10.49,966,26.25,1078,29.29,149,4.05,2406,66,32,48.5,28,42.4,1385,37.64,68,1.85,28,42,42,1689,45.9,231,1,0,0,18,43,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Enzo Fernández,7.36,80,17.2,ar ARG,MF,Chelsea,21,2001,18,18,"1,547",0,2,2,0,0,0,3,0,0.8,0.8,2.4,3.2,22,1.28,168,9.77,18,1.05,0,0.12,0.12,0,0.12,0.05,0.14,0.19,0.05,0.19,20,3,15,1.16,0.17,0,0,25.7,2,0,0,0.04,-0.8,-0.8,1269,73.78,1440,88.1,24396,1418.37,7284,423.49,504,549,91.8,546,604,90.4,193,240,80.4,2.7,-0.4,20,1.16,164,9.53,25,1.45,0,0,1381,80.29,56,3.26,51,11,0.64,17,0.99,14,0.81,2,3,3,13,59,3.43,49,6,0,6,0.35,45,27,25,17,3,32,61,3.55,12,0.7,1,1616,93.95,45,2.62,351,20.41,1000,58.14,280,16.28,9,0.52,1616,32,17,53.1,13,40.6,1097,63.78,28,1.63,1,25,13,1257,73.08,18,0,0,0,7,10,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Roberto Firmino,7.16,15,13.5,br BRA,FW,Liverpool,30,1991,25,13,"1,213",11,4,15,11,0,0,0,0,5.5,5.5,2.5,8,16,1.19,78,5.78,96,7.11,0.82,0.3,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0,0,0,0.14,5.5,5.5,444,32.89,566,78.4,5932,439.41,1908,141.33,277,324,85.5,123,155,79.4,18,26,69.2,2.2,1.5,21,1.56,47,3.48,19,1.41,1,0.07,548,40.59,16,1.19,1,8,0.59,0,0,12,0.89,6,0,2,21,46,3.41,36,0,4,7,0.52,17,12,2,12,3,16,24,1.78,2,0.15,0,735,54.44,3,0.22,69,5.11,375,27.78,295,21.85,84,6.22,735,24,13,54.2,10,41.7,423,31.33,14,1.04,7,38,23,565,41.85,96,0,0,0,15,30,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Junior Firpo,6.58,7,15.2,es ESP,DF,Leeds United,25,1996,19,14,"1,368",1,1,2,1,0,0,6,1,0.1,0.1,0.8,0.9,20,1.32,54,3.55,34,2.24,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06,2,1,50,0.13,0.07,0.5,1,12.2,0,0,0,0.06,0.9,0.9,454,29.87,621,73.1,7182,472.5,3286,216.18,230,278,82.7,199,253,78.7,20,55,36.4,0.7,0.2,8,0.53,38,2.5,9,0.59,4,0.26,505,33.22,114,7.5,8,1,0.07,1,0.07,12,0.79,106,0,2,18,21,1.38,15,2,0,2,0.13,47,25,27,15,5,23,71,4.67,40,2.63,0,792,52.11,48,3.16,286,18.82,368,24.21,146,9.61,13,0.86,792,15,6,40,9,60,352,23.16,16,1.05,1,9,9,367,24.14,34,1,1,0,17,16,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Phil Foden,7.35,110,20.5,eng ENG,FW,Manchester City,22,2000,32,22,"1,842",11,6,17,11,0,0,1,0,5.9,5.9,4.7,10.6,68,3.32,88,4.29,275,13.41,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52,46,22,47.8,2.25,1.07,0.24,0.5,15.3,1,0,0,0.13,5.1,5.1,904,44.1,1111,81.4,13670,666.83,2403,117.22,527,577,91.3,287,343,83.7,55,103,53.4,4.8,1.3,43,2.1,38,1.85,37,1.8,9,0.44,1046,51.02,61,2.98,9,4,0.2,4,0.2,91,4.44,13,39,4,32,99,4.83,76,9,6,14,0.68,16,10,9,5,2,25,21,1.02,12,0.59,0,1324,64.59,20,0.98,116,5.66,433,21.12,790,38.54,131,6.39,1324,81,40,49.4,31,38.3,891,43.46,43,2.1,25,34,29,1051,51.27,275,1,0,0,19,26,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Wesley Fofana,6.9,40,13.1,fr FRA,DF,Chelsea,21,2000,15,12,"1,183",1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,29,2.21,43,3.28,12,0.92,0.08,0,0.08,0.08,0.08,0.05,0,0.06,0.05,0.06,6,2,33.3,0.46,0.15,0.17,0.5,11.4,0,0,0,0.12,0.3,0.3,779,59.47,872,89.3,12895,984.35,3325,253.82,346,367,94.3,394,430,91.6,27,53,50.9,0.3,-0.1,2,0.15,50,3.82,2,0.15,0,0,842,64.27,29,2.21,23,0,0,3,0.23,3,0.23,6,0,1,4,13,0.99,13,0,0,2,0.15,30,18,19,7,4,17,50,3.82,33,2.52,2,1013,77.33,97,7.4,424,32.37,509,38.85,85,6.49,10,0.76,1013,13,8,61.5,1,7.7,686,52.37,20,1.53,1,9,6,735,56.11,12,0,1,0,30,17,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Pablo Fornals,6.71,22,16.7,es ESP,FW,West Ham,26,1996,32,17,"1,503",3,1,4,3,0,0,0,0,2.2,2.2,1.7,3.9,33,1.98,89,5.33,101,6.05,0.18,0.06,0.24,0.18,0.24,0.13,0.1,0.24,0.13,0.24,27,7,25.9,1.62,0.42,0.11,0.43,22.6,0,0,0,0.08,0.8,0.8,557,33.35,771,72.2,9313,557.66,2676,160.24,261,300,87,208,277,75.1,61,124,49.2,2,-0.7,20,1.2,60,3.59,12,0.72,4,0.24,719,43.05,48,2.87,6,7,0.42,10,0.6,59,3.53,7,21,4,22,57,3.41,48,4,1,3,0.18,30,15,9,12,9,16,44,2.63,9,0.54,0,917,54.91,16,0.96,144,8.62,424,25.39,360,21.56,36,2.16,917,21,10,47.6,10,47.6,501,30,24,1.44,12,21,15,616,36.89,101,0,0,0,11,25,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Adam Forshaw,6.51,1.2,5.3,eng ENG,MF,Leeds United,30,1991,12,5,479,0,0,0,0,0,0,0,0,0,0,0.9,0.9,4,0.75,33,6.23,7,1.32,0,0,0,0,0,0.01,0.17,0.18,0.01,0.18,1,0,0,0.19,0,0,0,26.4,0,0,0,0.03,0,0,196,36.98,244,80.3,3318,626.04,1127,212.64,102,111,91.9,59,67,88.1,28,51,54.9,0.6,-0.9,8,1.51,30,5.66,4,0.75,2,0.38,222,41.89,22,4.15,7,0,0,2,0.38,20,3.77,2,9,0,4,16,3,10,6,0,0,0,12,9,5,7,0,9,16,3.02,2,0.38,0,293,55.28,7,1.32,64,12.08,171,32.26,62,11.7,1,0.19,293,11,8,72.7,3,27.3,179,33.77,8,1.51,0,6,8,186,35.09,7,0,0,0,2,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Ryan Fraser,6.46,4,3.5,sct SCO,FW,Newcastle Utd,28,1994,8,3,313,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,2.29,9,2.57,23,6.57,0,0,0,0,0,0.09,0.11,0.2,0.09,0.2,6,1,16.7,1.73,0.29,0,0,16.6,0,0,0,0.05,-0.3,-0.3,85,24.29,122,69.7,1228,350.86,289,82.57,50,59,84.7,28,41,68.3,3,8,37.5,0.3,-0.4,5,1.43,4,1.14,4,1.14,1,0.29,112,32,7,2,2,0,0,0,0,13,3.71,2,3,3,4,8,2.3,6,1,0,0,0,2,2,0,0,2,3,2,0.57,3,0.86,0,147,42,1,0.29,18,5.14,51,14.57,80,22.86,9,2.57,147,2,1,50,0,0,94,26.86,7,2,1,7,1,107,30.57,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Fred,6.81,20,13.9,br BRA,MF,Manchester Utd,29,1993,35,12,"1,249",2,2,4,2,0,0,6,0,2,2,2.9,4.9,10,0.72,76,5.47,50,3.6,0.14,0.14,0.29,0.14,0.29,0.14,0.21,0.35,0.14,0.35,26,5,19.2,1.87,0.36,0.08,0.4,19.5,0,0,0,0.08,0,0,618,44.46,781,79.1,9392,675.68,2767,199.06,344,398,86.4,197,234,84.2,48,77,62.3,1.8,-0.9,30,2.16,65,4.68,11,0.79,2,0.14,761,54.75,16,1.15,9,7,0.5,1,0.07,14,1.01,1,3,4,26,59,4.25,49,0,1,4,0.29,47,30,24,20,3,38,66,4.75,19,1.37,0,999,71.87,38,2.73,250,17.99,483,34.75,279,20.07,37,2.66,999,32,12,37.5,15,46.9,537,38.63,17,1.22,3,26,16,614,44.17,50,0,0,0,11,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Ryan Fredericks,6.21,1.5,5.9,eng ENG,DF,Bournemouth,29,1992,12,5,533,0,0,0,0,0,0,1,0,0,0,0.1,0.1,13,2.2,15,2.54,28,4.75,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,25.25,220,67.7,2139,362.54,735,124.58,85,96,88.5,55,88,62.5,4,15,26.7,0.3,-0.1,1,0.17,5,0.85,6,1.02,1,0.17,177,30,43,7.29,1,0,0,0,0,15,2.54,42,0,0,11,5,0.84,4,0,1,1,0.17,3,2,2,0,1,7,4,0.68,27,4.58,0,279,47.29,33,5.59,88,14.92,109,18.47,84,14.24,7,1.19,279,10,3,30,5,50,120,20.34,9,1.53,2,4,3,152,25.76,28,0,0,0,5,10,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Remo Freuler,6.74,6.5,24,ch SUI,MF,Nott'ham Forest,30,1992,28,24,"2,161",0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,7,0.29,54,2.25,11,0.46,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,8,1,12.5,0.33,0.04,0,0,20,0,0,0,0.05,-0.4,-0.4,664,27.67,836,79.4,9828,409.5,3216,134,371,429,86.5,238,285,83.5,30,66,45.5,0.7,-0.8,12,0.5,47,1.96,6,0.25,3,0.13,812,33.83,23,0.96,20,0,0,2,0.08,5,0.21,2,0,1,17,29,1.21,27,1,0,0,0,43,23,23,15,5,36,72,3,45,1.88,0,1058,44.08,71,2.96,360,15,537,22.38,167,6.96,13,0.54,1058,12,6,50,4,33.3,491,20.46,11,0.46,0,20,8,557,23.21,11,0,0,0,26,20,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Cody Gakpo,7.09,55,16.2,nl NED,FW,Liverpool,23,1999,21,17,"1,458",7,2,9,7,0,0,0,0,6.2,6.2,2.7,8.9,36,2.22,50,3.09,109,6.73,0.43,0.12,0.56,0.43,0.56,0.38,0.17,0.55,0.38,0.55,39,12,30.8,2.41,0.74,0.18,0.58,14.8,0,0,0,0.16,0.8,0.8,293,18.09,392,74.7,3928,242.47,1110,68.52,168,208,80.8,91,119,76.5,11,20,55,1.9,-0.7,23,1.42,33,2.04,11,0.68,1,0.06,381,23.52,9,0.56,0,3,0.19,0,0,17,1.05,2,4,2,11,49,3.02,37,0,3,6,0.37,26,15,4,13,9,13,30,1.85,2,0.12,0,591,36.48,6,0.37,42,2.59,266,16.42,298,18.4,76,4.69,591,48,23,47.9,13,27.1,374,23.09,32,1.98,12,43,36,448,27.65,109,1,0,0,26,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
